username,user_country,room_view,stay_duration,stay_type,review_post_date,review_title,rating,original_lang,review_text_liked,review_text_disliked,full_review,en_full_review,found_helpful,found_unhelpful,owner_resp_text
Aina,Spain,Single Room,3 nights,Solo traveller,02-28-2023 00:00:00,Exceptional,10.0,en,"I booked three nights here. Unfortunately I had to spend a whole day sick in bed, but I was lucky that it was this bed. -Comfortable bed and pillows -Soft sheets -Hot water in the shower -Everything clean -Quiet neighbourhood but still close to the center -Great staff (already before I got sick but even more after) who prepared special food for me and event went to the pharmacy to get me some medicines.","The windows in my room faced North instead of East like the other rooms, so I didn't get the whole view of Baños. But I still was seeing part of the town with the mountains at the back.","title: Exceptional. liked: I booked three nights here. Unfortunately I had to spend a whole day sick in bed, but I was lucky that it was this bed. -Comfortable bed and pillows -Soft sheets -Hot water in the shower -Everything clean -Quiet neighbourhood but still close to the center -Great staff (already before I got sick but even more after) who prepared special food for me and event went to the pharmacy to get me some medicines. disliked: The windows in my room faced North instead of East like the other rooms, so I didn't get the whole view of Baños. But I still was seeing part of the town with the mountains at the back.","title: Exceptional. liked: I booked three nights here. Unfortunately I had to spend a whole day sick in bed, but I was lucky that it was this bed. -Comfortable bed and pillows -Soft sheets -Hot water in the shower -Everything clean -Quiet neighbourhood but still close to the center -Great staff (already before I got sick but even more after) who prepared special food for me and event went to the pharmacy to get me some medicines. disliked: The windows in my room faced North instead of East like the other rooms, so I didn't get the whole view of Baños. But I still was seeing part of the town with the mountains at the back.",1,0,
Nene,Netherlands,Quadruple Room,1 night,Couple,02-23-2023 00:00:00,Superb,9.0,en,we really liked the place. The staff was really nice. My boyfriend was feeling sick and the staff had the breakfast delivered to our room. Additionally they were very easy about the late check out we requested. Highly recommend the place!,,title: Superb. liked: we really liked the place. The staff was really nice. My boyfriend was feeling sick and the staff had the breakfast delivered to our room. Additionally they were very easy about the late check out we requested. Highly recommend the place!,title: Superb. liked: we really liked the place. The staff was really nice. My boyfriend was feeling sick and the staff had the breakfast delivered to our room. Additionally they were very easy about the late check out we requested. Highly recommend the place!,0,0,
Dominique,Ecuador,Single Room,4 nights,Solo traveller,02-10-2023 00:00:00,Superb,9.0,en-us,Friendly and helpful staff. Clean rooms. I loved that housekeeping did not wake me up to clean room. They pay attention to when you leave and clean then. As not a morning person this was extremely appreciated.,Steep walk to get to hostal.,title: Superb. liked: Friendly and helpful staff. Clean rooms. I loved that housekeeping did not wake me up to clean room. They pay attention to when you leave and clean then. As not a morning person this was extremely appreciated. disliked: Steep walk to get to hostal.,title: Superb. liked: Friendly and helpful staff. Clean rooms. I loved that housekeeping did not wake me up to clean room. They pay attention to when you leave and clean then. As not a morning person this was extremely appreciated. disliked: Steep walk to get to hostal.,0,0,
Bernard,Belgium,Double or Twin Room,1 night,Couple,02-07-2023 00:00:00,Exceptional,10.0,en,"Confort, view, hotel team . Gracias 😄",Nada 😊,"title: Exceptional. liked: Confort, view, hotel team . Gracias 😄. disliked: Nada 😊.","title: Exceptional. liked: Confort, view, hotel team . Gracias 😄. disliked: Nada 😊.",0,0,
Susan,United States,Single Room,2 nights,Solo traveller,02-07-2023 00:00:00,Banos Hilltop House,10.0,en-us,"The room was large and had a gorgeous view of all the surrounding mountains because it was near the top of a hill. It was impeccably clean, there was plenty of hot water after a short wait, and the bed was comfy with lots of pillows and the softest sheets and duvet. There were lovely flowering shrubs and trees everywhere. Breakfast in the adjoining restaurant was extra but well worth it. The staff was welcoming and attentive and there was someone on duty 24/7. I didn't want to leave!",There wasn't anything not to like!,"title: Banos Hilltop House. liked: The room was large and had a gorgeous view of all the surrounding mountains because it was near the top of a hill. It was impeccably clean, there was plenty of hot water after a short wait, and the bed was comfy with lots of pillows and the softest sheets and duvet. There were lovely flowering shrubs and trees everywhere. Breakfast in the adjoining restaurant was extra but well worth it. The staff was welcoming and attentive and there was someone on duty 24/7. I didn't want to leave! disliked: There wasn't anything not to like!","title: Banos Hilltop House. liked: The room was large and had a gorgeous view of all the surrounding mountains because it was near the top of a hill. It was impeccably clean, there was plenty of hot water after a short wait, and the bed was comfy with lots of pillows and the softest sheets and duvet. There were lovely flowering shrubs and trees everywhere. Breakfast in the adjoining restaurant was extra but well worth it. The staff was welcoming and attentive and there was someone on duty 24/7. I didn't want to leave! disliked: There wasn't anything not to like!",0,0,
Nicholas,United States,Single Room,1 night,Solo traveller,01-27-2023 00:00:00,amazing place to stay for a great price,10.0,en-us,"great staff, amenities, and location.",nothing,"title: amazing place to stay for a great price. liked: great staff, amenities, and location. disliked: nothing.","title: amazing place to stay for a great price. liked: great staff, amenities, and location. disliked: nothing.",0,0,
Robert,Colombia,Single Room,1 night,Solo traveller,01-21-2023 00:00:00,Exceptional,10.0,en-us,"great view, excellent hospitality, super comfortable rooms. a great hotel in baños",,"title: Exceptional. liked: great view, excellent hospitality, super comfortable rooms. a great hotel in baños.","title: Exceptional. liked: great view, excellent hospitality, super comfortable rooms. a great hotel in baños.",0,0,
John,United States,Single Room,1 night,Solo traveller,01-18-2023 00:00:00,Very good,8.0,en-us,Very nice place. Steep hill to walk to it but that's why I liked it.,,title: Very good. liked: Very nice place. Steep hill to walk to it but that's why I liked it.,title: Very good. liked: Very nice place. Steep hill to walk to it but that's why I liked it.,0,0,
Ivy,United States,Single Room,1 night,Solo traveller,01-17-2023 00:00:00,Wonderful,10.0,en,"It is a beautiful place to stay, the rooms, gardens, service and cleanliness are first class. Highly recommended.",,"title: Wonderful. liked: It is a beautiful place to stay, the rooms, gardens, service and cleanliness are first class. Highly recommended.","title: Wonderful. liked: It is a beautiful place to stay, the rooms, gardens, service and cleanliness are first class. Highly recommended.",0,0,
William,United States,Quadruple Room,4 nights,Couple,01-17-2023 00:00:00,nice location and easy walk into town,10.0,en-us,People were very helpful! Nice breakfast!,,title: nice location and easy walk into town. liked: People were very helpful! Nice breakfast!,title: nice location and easy walk into town. liked: People were very helpful! Nice breakfast!,0,0,
Maryann,United States,Quadruple Room,3 nights,Couple,01-13-2023 00:00:00,"Great view, great staff, great Wi-Fi",10.0,en-us,The room had an excellent view of the whole down town and casa de Arbol. The people at reception were extremely helpful in giving us great information to help plan our trip. I had to work while i was here and the Wi-Fi in the room was amazing!!! Couldn’t have asked for more.,Everything was great! The walk up the hill is intimidating but totally worth it!,"title: Great view, great staff, great Wi-Fi. liked: The room had an excellent view of the whole down town and casa de Arbol. The people at reception were extremely helpful in giving us great information to help plan our trip. I had to work while i was here and the Wi-Fi in the room was amazing!!! Couldn’t have asked for more. disliked: Everything was great! The walk up the hill is intimidating but totally worth it!","title: Great view, great staff, great Wi-Fi. liked: The room had an excellent view of the whole down town and casa de Arbol. The people at reception were extremely helpful in giving us great information to help plan our trip. I had to work while i was here and the Wi-Fi in the room was amazing!!! Couldn’t have asked for more. disliked: Everything was great! The walk up the hill is intimidating but totally worth it!",0,0,
